group,name
Vegetables and Vegetable Products,raphanus sativus (longipinratus group)
Vegetables and Vegetable Products,brassica napus var. napobrassica
Vegetables and Vegetable Products,tragopogon porrifolius
Vegetables and Vegetable Products,eucheuma spp.
Vegetables and Vegetable Products,chondrus crispus
Vegetables and Vegetable Products,laminaria spp.
Vegetables and Vegetable Products,porphyra laciniata
Vegetables and Vegetable Products,sesbania spp.
Vegetables and Vegetable Products,glycine max
Vegetables and Vegetable Products,spinacia oleracea
Vegetables and Vegetable Products,cucurbita maxima
Vegetables and Vegetable Products,cucurbita moschata
Vegetables and Vegetable Products,ipomoea aquatica
Vegetables and Vegetable Products,ipomoea batatas
Vegetables and Vegetable Products,colocasia esculenta
Vegetables and Vegetable Products,solanum lycopersicum
Vegetables and Vegetable Products,brassica rapa (rapifera group)
Vegetables and Vegetable Products,basella alba
Vegetables and Vegetable Products,eleocharis dulcis
Vegetables and Vegetable Products,nasturtium officinale
Vegetables and Vegetable Products,benincasa hispida
Vegetables and Vegetable Products,psophocarpus tetragonolobus
Vegetables and Vegetable Products,dioscorea spp.
Vegetables and Vegetable Products,pachyrhizus spp.
Vegetables and Vegetable Products,borago officinalis
Vegetables and Vegetable Products,rumex spp.
Vegetables and Vegetable Products,perideridia oregana
Vegetables and Vegetable Products,brassica napus (pabularia group)
Vegetables and Vegetable Products,spirulina spp.
Vegetables and Vegetable Products,undaria spp.
Vegetables and Vegetable Products,capsicum frutescens
Vegetables and Vegetable Products,allium ascalonicum
Vegetables and Vegetable Products,maranta arundinacea
Vegetables and Vegetable Products,flammulina veluptipes
Vegetables and Vegetable Products,physalis philadelphica
Vegetables and Vegetable Products,foeniculum vulgare
Vegetables and Vegetable Products,eruca sativa
Vegetables and Vegetable Products,nopalea cochenillifera
Vegetables and Vegetable Products,brassica oleracea
Vegetables and Vegetable Products,collinsonia canadensis
Vegetables and Vegetable Products,vitis vinifera
Vegetables and Vegetable Products,capsicum anuum
Vegetables and Vegetable Products,chenopodium ambrosiodes
Vegetables and Vegetable Products,epilobium angustifolium
Vegetables and Vegetable Products,pleurotus ostreatus
Vegetables and Vegetable Products,wasabia japonica
Vegetables and Vegetable Products,xanthosoma sagittifolium
Vegetables and Vegetable Products,grifola frondosa
Vegetables and Vegetable Products, brassica oleracea var. alboglabra
Vegetables and Vegetable Products,matteuccia struthioreris
Baby Foods,Babyfood
Baby Foods,Finger snacks
Baby Foods,Zwieback
Baby Foods,Infant formula
Baby Foods,Child formula
Baby Foods,Toddler formula
Baby Foods,Fluid replacement
Baby Foods,Babyfood dinner chick stew todd
Baby Foods,Inf formula. mead johnson
Baby Foods,Infformula
Baked Products,Bagels
Baked Products,Biscuits
Baked Products,Bread
Baked Products,Bread crumbs
Baked Products,Bread sticks
Baked Products,Bread stuffing
Baked Products,Cake
Baked Products,Coffeecake
Baked Products,Cheesecake commercially prepared
Baked Products,Cheesecake prepared from mix
Baked Products,Cookies
Baked Products,Puff pastry
Baked Products,Crackers
Baked Products,Cracker meal
Baked Products,Cream puff shell
Baked Products,Croissants
Baked Products,Croutons
Baked Products,Danish pastry
Baked Products,Doughnuts
Baked Products,English muffins
Baked Products,French toast
Baked Products,Hush puppies
Baked Products,Ice cream cones
Baked Products,Muffins
Baked Products,Pancakes plain
Baked Products,Pancakes
Baked Products,Pie crust
Baked Products,Phyllo dough
Baked Products,Popovers
Baked Products,Rolls
Baked Products,Strudel
Baked Products,Sweet rolls
Baked Products,Taco shells
Baked Products,Toaster pastries
Baked Products,Tortillas
Baked Products,Waffles
Baked Products,Wonton wrappers (includes egg roll wrappers)
Baked Products,Leavening agents
Baked Products,Breakfast tart
Baked Products,Kellogg
Baked Products,Kellogg's
Baked Products,Kellogg's eggo lowfat blueberry nutri-grain waffles
Baked Products,Archway home style cookies
Baked Products,Artificial blueberry muffin mix
Baked Products,Kraft
Baked Products,George weston bakeries
Baked Products,Keebler
Baked Products,Continental mills
Baked Products,Mckee baking
Baked Products,Martha white foods
Baked Products,Mission foods
Baked Products,Nabisco
Baked Products,Pillsbury
Baked Products,Pillsbury grands
Baked Products,Pillsbury golden layer buttermilk biscuits
Baked Products,Kraft foods
Baked Products,Heinz
Baked Products,Interstate brands corp
Baked Products,General mills
Baked Products,Usda commodity
Baked Products,Waffle
Baked Products,Muffin
Baked Products,Tostada shells
Baked Products,Keikitos (muffins)
Baked Products,Pan dulce
Baked Products,Pastry
Baked Products,Garlic bread
Baked Products,Cinnamon buns
Baked Products,Cream puff
Baked Products,Focaccia
Baked Products,Kashi
Baked Products,Austin
Baked Products,Barbara dee
Baked Products,Bear naked
Baked Products,Famous amos
Baked Products,Girl scouts
Baked Products,Jackson's
Baked Products,Mother's
Baked Products,Murray
Baked Products,Sunshine
Baked Products,Cookie
Baked Products,Andrea's
Baked Products,Crunchmaster
Baked Products,Glutino
Baked Products,Mary's gone crackers
Baked Products,Pepperidge farm
Baked Products,Rudi's
Baked Products,Sage valley
Baked Products,Schar
Baked Products,Udi's
Baked Products,Van's
Baked Products,Krusteaz almond poppyseed muffin mix
Baked Products,Brd
Beef Products,Beef
Beef Products,Usda commodity
Beef Products,Beef composite
Beef Products,Bf
Beef Products,Bos taurus
Beverages,Alcoholic beverage
Beverages,Beverages
Beverages,Carbonated beverage
Beverages,Cocoa mix
Beverages,Cranberry juice cocktail
Beverages,Alcoholic beverages
Beverages,Lemonade
Beverages,Limeade
Beverages,Malt beverage
Beverages,Shake
Beverages,Strawberry-flavor beverage mix
Beverages,Water
Beverages,Whiskey sour mix
Beverages,Bev
Beverages,Alcoholic bev distilled
Breakfast Cereals,Cereals ready-to-eat
Breakfast Cereals,Cereals
Breakfast Cereals,Incaparina
Breakfast Cereals,Millet
Cereal Grains and Pasta,Amaranth grain
Cereal Grains and Pasta,Arrowroot flour
Cereal Grains and Pasta,Barley
Cereal Grains and Pasta,Buckwheat
Cereal Grains and Pasta,Buckwheat groats
Cereal Grains and Pasta,Buckwheat flour
Cereal Grains and Pasta,Bulgur
Cereal Grains and Pasta,Corn grain
Cereal Grains and Pasta,Corn bran
Cereal Grains and Pasta,Corn flour
Cereal Grains and Pasta,Cornmeal
Cereal Grains and Pasta,Cornstarch
Cereal Grains and Pasta,Couscous
Cereal Grains and Pasta,Hominy
Cereal Grains and Pasta,Millet
Cereal Grains and Pasta,Oat bran
Cereal Grains and Pasta,Quinoa
Cereal Grains and Pasta,Rice
Cereal Grains and Pasta,Oats
Cereal Grains and Pasta,Rice bran
Cereal Grains and Pasta,Rice flour
Cereal Grains and Pasta,Rye grain
Cereal Grains and Pasta,Rye flour
Cereal Grains and Pasta,Semolina
Cereal Grains and Pasta,Sorghum grain
Cereal Grains and Pasta,Tapioca
Cereal Grains and Pasta,Triticale
Cereal Grains and Pasta,Triticale flour
Cereal Grains and Pasta,Wheat
Cereal Grains and Pasta,Wheat bran
Cereal Grains and Pasta,Wheat germ
Cereal Grains and Pasta,Wheat flour
Cereal Grains and Pasta,Wild rice
Cereal Grains and Pasta,Pasta
Cereal Grains and Pasta,Macaroni
Cereal Grains and Pasta,Noodles
Cereal Grains and Pasta,Spaghetti
Cereal Grains and Pasta,Wheat flours
Cereal Grains and Pasta,Barley flour or meal
Cereal Grains and Pasta,Barley malt flour
Cereal Grains and Pasta,Oat flour
Cereal Grains and Pasta,Rice noodles
Cereal Grains and Pasta,Spelt
Cereal Grains and Pasta,Teff
Cereal Grains and Pasta,Millet flour
Cereal Grains and Pasta,Sorghum flour
Cereal Grains and Pasta,Vital wheat gluten
Cereal Grains and Pasta,Amaranthus spp.
Cereal Grains and Pasta,Hordeum vulgare l.
Cereal Grains and Pasta,Fagopyrum esculentum moench
Cereal Grains and Pasta,Zea mays mays l.
Cereal Grains and Pasta,Panicum miliaceum l.
Cereal Grains and Pasta,Chenopodium quinoa willd.
Cereal Grains and Pasta,Oryza sativa l.
Cereal Grains and Pasta,Avena sativa l.
Cereal Grains and Pasta,Secale cereale l.
Cereal Grains and Pasta,Sorghum spp.
Cereal Grains and Pasta,X triticosecale spp.
Cereal Grains and Pasta,Triticum aestivum l.
Cereal Grains and Pasta,Triticum durum desf.
Cereal Grains and Pasta,Zizania spp.
Cereal Grains and Pasta,Triticum turgidum subsp. turanicum (jakubz.)
Cereal Grains and Pasta,Triticum aestivum l. subsp. spelta
Cereal Grains and Pasta,Eragrostis tef (zuccagni) trotter
Dairy and Egg Products,Butter
Dairy and Egg Products,Butter oil
Dairy and Egg Products,Cheese
Dairy and Egg Products,Cheese food
Dairy and Egg Products,Cheese spread
Dairy and Egg Products,Cream
Dairy and Egg Products,Eggnog
Dairy and Egg Products,Sour dressing
Dairy and Egg Products,Milk
Dairy and Egg Products,Cream substitute
Dairy and Egg Products,Dessert topping
Dairy and Egg Products,Sour cream
Dairy and Egg Products,Milk substitutes
Dairy and Egg Products,Milk shakes
Dairy and Egg Products,Whey
Dairy and Egg Products,Yogurt
Dairy and Egg Products,Egg
Dairy and Egg Products,Egg substitute
Dairy and Egg Products,Cheese substitute
Dairy and Egg Products,Cheese sauce
Dairy and Egg Products,Usda commodity
Dairy and Egg Products,Parmesan cheese topping
Dairy and Egg Products,Kraft cheez whiz pasteurized process cheese sauce
Dairy and Egg Products,Kraft cheez whiz light pasteurized process cheese product
Dairy and Egg Products,Kraft free singles american nonfat pasteurized process cheese product
Dairy and Egg Products,Kraft velveeta pasteurized process cheese spread
Dairy and Egg Products,Kraft velveeta light reduced fat pasteurized process cheese product
Dairy and Egg Products,Kraft breakstone's reduced fat sour cream
Dairy and Egg Products,Kraft breakstone's free fat free sour cream
Dairy and Egg Products,Reddi wip fat free whipped topping
Dairy and Egg Products,Egg mix
Dairy and Egg Products,Cheese product
Dairy and Egg Products,Protein supplement
Dairy and Egg Products,Dulce de leche
Dairy and Egg Products,Ice cream
Dairy and Egg Products,Ice cream sandwich
Dairy and Egg Products,Ice cream cookie sandwich
Dairy and Egg Products,Ice cream cone
Dairy and Egg Products,Fat free ice cream
Dairy and Egg Products,Milk dessert bar
Dairy and Egg Products,Nutritional supplement for people with diabetes
Dairy and Egg Products,Ice cream bar
Dairy and Egg Products,Kefir
Dairy and Egg Products,Ice cream sundae cone
Dairy and Egg Products,Light ice cream
Dairy and Egg Products,Imitation cheese
Dairy and Egg Products,Whipped topping
Dairy and Egg Products,Beverage
Dairy and Egg Products,Whipped cream substitute
Dairy and Egg Products,Eggs
Fast Foods,Fast foods
Fast Foods,Side dishes
Fast Foods,Burger king
Fast Foods,Fast food
Fast Foods,Chick-fil-a
Fast Foods,School lunch
Fast Foods,Subway
Fast Foods,Pizza
Fast Foods,Mcdonald's
Fast Foods,Wendy's
Fast Foods,Taco bell
Fast Foods,Pizza hut 12'' cheese pizza
Fast Foods,Pizza hut 12'' pepperoni pizza
Fast Foods,Pizza hut 12'' super supreme pizza
Fast Foods,Domino's 14'' cheese pizza
Fast Foods,Domino's 14'' pepperoni pizza
Fast Foods,Domino's 14'' extravaganzza feast pizza
Fast Foods,Papa john's 14'' cheese pizza
Fast Foods,Papa john's 14'' pepperoni pizza
Fast Foods,Papa john's 14'' the works pizza
Fast Foods,Little caesars 14'' original round cheese pizza
Fast Foods,Little caesars 14'' original round pepperoni pizza
Fast Foods,Little caesars 14'' original round meat and vegetable pizza
Fast Foods,Little caesars 14'' cheese pizza
Fast Foods,Little caesars 14'' pepperoni pizza
Fast Foods,Pizza hut 14'' cheese pizza
Fast Foods,Pizza hut 14'' pepperoni pizza
Fast Foods,Pizza hut 14'' super supreme pizza
Fast Foods,Mcdonald's bacon ranch salad with crispy chicken
Fast Foods,Light ice cream
Fast Foods,Popeyes
Fast Foods,Kfc
Fast Foods,Yogurt parfait
Fast Foods,Digiorno pizza
Fast Foods,Domino's 14'' sausage pizza
Fast Foods,Pizza hut 14'' sausage pizza
Fast Foods,Kashi pizza
Fast Foods,Wend'ys
Fast Foods,Morningstar farms pizza
Fast Foods,Pizza hut
Fast Foods,Arby's
Fast Foods,Fast foods biscuit w/ egg
Fast Foods,Breakfast items
Fast Foods,Ft fds
Fast Foods,Grilled chick
Fast Foods,Crispy chick
Fats and Oils,Fat
Fats and Oils,Lard
Fats and Oils,Salad dressing
Fats and Oils,Sandwich spread
Fats and Oils,Shortening
Fats and Oils,Oil
Fats and Oils,Margarine
Fats and Oils,Margarine-like
Fats and Oils,Vegetable oil
Fats and Oils,Shortening bread
Fats and Oils,Shortening cake mix
Fats and Oils,Shortening industrial
Fats and Oils,Shortening frying (heavy duty)
Fats and Oils,Shortening confectionery
Fats and Oils,Shortening household soybean (hydrogenated) and palm
Fats and Oils,Fish oil
Fats and Oils,Butter
Fats and Oils,Meat drippings (lard
Fats and Oils,Animal fat
Fats and Oils,Margarine-like spread with yogurt
Fats and Oils,Margarine spread
Fats and Oils,Margarine-like shortening
Fats and Oils,Usda commodity food
Fats and Oils,Margarine-like spread
Fats and Oils,Margarine-like vegetable-oil spread
Fats and Oils,Dressing
Fats and Oils,Mayonnaise
Fats and Oils,Creamy dressing
Fats and Oils,Vegetable oil-butter spread
Fats and Oils,Butter replacement
Fats and Oils,Mayonnaise dressing
Fats and Oils,Veg oil sprd
Fats and Oils,Veg-oil sprd
Finfish and Shellfish Products,Fish
Finfish and Shellfish Products,Crustaceans
Finfish and Shellfish Products,Mollusks
Finfish and Shellfish Products,Usda commodity
Finfish and Shellfish Products,Salmon
Finfish and Shellfish Products,Jellyfish
Finfish and Shellfish Products,Frog legs
Finfish and Shellfish Products,Turtle
Finfish and Shellfish Products,Anchovy
Finfish and Shellfish Products,Bass
Finfish and Shellfish Products,Bluefish
Finfish and Shellfish Products,Burbot
Finfish and Shellfish Products,Butterfish
Finfish and Shellfish Products,Carp
Finfish and Shellfish Products,Catfish
Finfish and Shellfish Products,Caviar
Finfish and Shellfish Products,Cisco
Finfish and Shellfish Products,Cod
Finfish and Shellfish Products,Croaker
Finfish and Shellfish Products,Cusk
Finfish and Shellfish Products,Drum
Finfish and Shellfish Products,Eel
Finfish and Shellfish Products,Flatfish (flounder & sole sp)
Finfish and Shellfish Products,Gefiltefish
Finfish and Shellfish Products,Grouper
Finfish and Shellfish Products,Haddock
Finfish and Shellfish Products,Halibut
Finfish and Shellfish Products,Herring
Finfish and Shellfish Products,Ling
Finfish and Shellfish Products,Lingcod
Finfish and Shellfish Products,Mackerel
Finfish and Shellfish Products,Milkfish
Finfish and Shellfish Products,Monkfish
Finfish and Shellfish Products,Mullet
Finfish and Shellfish Products,Ocean perch
Finfish and Shellfish Products,Pout
Finfish and Shellfish Products,Perch
Finfish and Shellfish Products,Pike
Finfish and Shellfish Products,Pollock
Finfish and Shellfish Products,Pompano
Finfish and Shellfish Products,Rockfish
Finfish and Shellfish Products,Roe
Finfish and Shellfish Products,Roughy
Finfish and Shellfish Products,Sablefish
Finfish and Shellfish Products,Sardine
Finfish and Shellfish Products,Scup
Finfish and Shellfish Products,Sea bass
Finfish and Shellfish Products,Seatrout
Finfish and Shellfish Products,Shad
Finfish and Shellfish Products,Shark
Finfish and Shellfish Products,Sheepshead
Finfish and Shellfish Products,Smelt
Finfish and Shellfish Products,Snapper
Finfish and Shellfish Products,Spot
Finfish and Shellfish Products,Sturgeon
Finfish and Shellfish Products,Sucker
Finfish and Shellfish Products,Sunfish
Finfish and Shellfish Products,Surimi
Finfish and Shellfish Products,Swordfish
Finfish and Shellfish Products,Tilefish
Finfish and Shellfish Products,Trout
Finfish and Shellfish Products,Tuna
Finfish and Shellfish Products,Tuna salad
Finfish and Shellfish Products,Turbot
Finfish and Shellfish Products,Whitefish
Finfish and Shellfish Products,Whiting
Finfish and Shellfish Products,Wolffish
Finfish and Shellfish Products,Yellowtail
Finfish and Shellfish Products,Crab
Finfish and Shellfish Products,Crayfish
Finfish and Shellfish Products,Lobster
Finfish and Shellfish Products,Shrimp
Finfish and Shellfish Products,Spiny lobster
Finfish and Shellfish Products,Abalone
Finfish and Shellfish Products,Clam
Finfish and Shellfish Products,Cuttlefish
Finfish and Shellfish Products,Mussel
Finfish and Shellfish Products,Octopus
Finfish and Shellfish Products,Oyster
Finfish and Shellfish Products,Scallop
Finfish and Shellfish Products,Squid
Finfish and Shellfish Products,Whelk
Finfish and Shellfish Products,Conch
Finfish and Shellfish Products,Snail
Finfish and Shellfish Products,Engraulis encrasicholus (l.)
Finfish and Shellfish Products,Percichthyidae and centrarchidae
Finfish and Shellfish Products,Morone saxatilis (walbaum)
Finfish and Shellfish Products,Pomatomus saltatrix (l.)
Finfish and Shellfish Products,Lota lota (l.)
Finfish and Shellfish Products,Peprilus triacanthus (peck)
Finfish and Shellfish Products,Cyprinus carpio (l.)
Finfish and Shellfish Products,Ictalurus punctatus (rafinesque)
Finfish and Shellfish Products,Coregonus artedi lesueur
Finfish and Shellfish Products,Gadus morhua (l.)
Finfish and Shellfish Products,Gadus macrocephalus tilesius
Finfish and Shellfish Products,Micropogonias undulatus (l.)
Finfish and Shellfish Products,Brosme brosme (muller)
Finfish and Shellfish Products,Coryphaena hippurus (l.)
Finfish and Shellfish Products,Aplodinotus grunniens rafinesque
Finfish and Shellfish Products,Anguilla spp.
Finfish and Shellfish Products,Bothidae and pleuronectidae
Finfish and Shellfish Products,Epinephelus spp.
Finfish and Shellfish Products,Melanogrammus aeglefinus (l.)
Finfish and Shellfish Products,Hippoglossus hippoglossus (l.) and h. stenolepis schmidt
Finfish and Shellfish Products,Reinhardtius hippoglossoides (walbaum)
Finfish and Shellfish Products,Clupea harengus harengus (l.)
Finfish and Shellfish Products,Clupea harengus pallasi valenciennes
Finfish and Shellfish Products,Molva molva (l.)
Finfish and Shellfish Products,Ophiodon elongatus girard
Finfish and Shellfish Products,Scomber scombrus l.
Finfish and Shellfish Products,Trachurus symmetricus (ayers)
Finfish and Shellfish Products,Scombermorus cavalla (cuvier)
Finfish and Shellfish Products,Scomber spp. and trachurus spp.
Finfish and Shellfish Products,Scombermorus maculatus (mitchill)
Finfish and Shellfish Products,Chanos chanos (forskaal)
Finfish and Shellfish Products,Lophius piscatorius l.
Finfish and Shellfish Products,Mugil cephalus l.
Finfish and Shellfish Products,Sebastes marinus l.
Finfish and Shellfish Products,Macrozoarces americanus (schneider)
Finfish and Shellfish Products,Morone americana gmelin and perca flavescens (mitchill)
Finfish and Shellfish Products,Esox lucius l.
Finfish and Shellfish Products,Stizostedion vitreum vitreum (mitchill)
Finfish and Shellfish Products,Pollachius virens l.
Finfish and Shellfish Products,Theragra chalcogramma (pallas)
Finfish and Shellfish Products,Trachinotus carolinus (l.)
Finfish and Shellfish Products,Sebastes spp.
Finfish and Shellfish Products,Hoplostethus atlanticus
Finfish and Shellfish Products,Anoplopoma fimbria (pallas)
Finfish and Shellfish Products,Salmo salar l.
Finfish and Shellfish Products,Oncorhynchus tshawytscha (walbaum)
Finfish and Shellfish Products,Oncorhynchus keta (walbaum)
Finfish and Shellfish Products,Oncorhynchus kisutch (walbaum)
Finfish and Shellfish Products,Oncorhynchus gorbuscha (walbaum)
Finfish and Shellfish Products,Clupea harengus harengus l.
Finfish and Shellfish Products,Sardinops spp.
Finfish and Shellfish Products,Stenotomus chrysops l.
Finfish and Shellfish Products,Centropristes striata l. and lateolabrax japonicus (cuvier)
Finfish and Shellfish Products,Cynoscion spp.
Finfish and Shellfish Products,Alosa sapidissima (wilson)
Finfish and Shellfish Products,Squaliformes
Finfish and Shellfish Products,Archosargus probatocephalus (walbaum)
Finfish and Shellfish Products,Osmerus mordax (mitchill)
Finfish and Shellfish Products,Lutjanidae
Finfish and Shellfish Products,Leiostomus xanthuras lacepede
Finfish and Shellfish Products,Acipenser spp.
Finfish and Shellfish Products,Catostomus commersoni (lacepede)
Finfish and Shellfish Products,Lepomis gibbosus (l.)
Finfish and Shellfish Products,Xiphias gladius l.
Finfish and Shellfish Products,Lopholatilus chamaeleonticeps goode and bean
Finfish and Shellfish Products,Salmonidae
Finfish and Shellfish Products,Salmo gairdneri richardson
Finfish and Shellfish Products,Thunnus thynnus (l.)
Finfish and Shellfish Products,Euthynnus pelamis (l.)
Finfish and Shellfish Products,Thunnus albacares (bonnaterre)
Finfish and Shellfish Products,Scophthalmus maximus (l.)
Finfish and Shellfish Products,Coregonus spp.
Finfish and Shellfish Products,Gadidae
Finfish and Shellfish Products,Anarhichas lupus (l.)
Finfish and Shellfish Products,Seriola spp.
Finfish and Shellfish Products,Paralithodes camtschatica (tilesius)
Finfish and Shellfish Products,Callinectes sapidus rathbun
Finfish and Shellfish Products,Cancer magister dana
Finfish and Shellfish Products,Chionoectes opilio (o. fabricius)
Finfish and Shellfish Products,"Astacus, orconectes, and procambarus spp."
Finfish and Shellfish Products,Homarus americanus milne-edwards
Finfish and Shellfish Products,Penaeidae and pandalidae
Finfish and Shellfish Products,Jasus spp. and panulirus spp.
Finfish and Shellfish Products,Haliotis spp.
Finfish and Shellfish Products,Lamellibranchia
Finfish and Shellfish Products,Sepiidae
Finfish and Shellfish Products,Mytilus edulis l.
Finfish and Shellfish Products,Octopus vulgaris lamarck
Finfish and Shellfish Products,Crassostrea virginica (gmelin)
Finfish and Shellfish Products,Crassostrea gigas (thunberg)
Finfish and Shellfish Products,Pectinidae
Finfish and Shellfish Products,Loligoidae and ommastrephidae
Finfish and Shellfish Products,Buccinidae
Fruits and Fruit Juices,Acerola
Fruits and Fruit Juices,Acerola juice
Fruits and Fruit Juices,Apples
Fruits and Fruit Juices,Apple juice
Fruits and Fruit Juices,Applesauce
Fruits and Fruit Juices,Apricots
Fruits and Fruit Juices,Apricot nectar
Fruits and Fruit Juices,Avocados
Fruits and Fruit Juices,Bananas
Fruits and Fruit Juices,Blackberries
Fruits and Fruit Juices,Blackberry juice
Fruits and Fruit Juices,Cherries
Fruits and Fruit Juices,Blueberries
Fruits and Fruit Juices,Boysenberries
Fruits and Fruit Juices,Breadfruit
Fruits and Fruit Juices,Carambola
Fruits and Fruit Juices,Carissa
Fruits and Fruit Juices,Cherimoya
Fruits and Fruit Juices,Crabapples
Fruits and Fruit Juices,Cranberries
Fruits and Fruit Juices,Cranberry sauce
Fruits and Fruit Juices,Cranberry-orange relish
Fruits and Fruit Juices,Currants
Fruits and Fruit Juices,Custard-apple
Fruits and Fruit Juices,Dates
Fruits and Fruit Juices,Elderberries
Fruits and Fruit Juices,Figs
Fruits and Fruit Juices,Fruit cocktail
Fruits and Fruit Juices,Fruit salad
Fruits and Fruit Juices,Gooseberries
Fruits and Fruit Juices,Goji berries
Fruits and Fruit Juices,Grapefruit
Fruits and Fruit Juices,Grapefruit juice
Fruits and Fruit Juices,Grapes
Fruits and Fruit Juices,Grape juice
Fruits and Fruit Juices,Groundcherries
Fruits and Fruit Juices,Guavas
Fruits and Fruit Juices,Guava sauce
Fruits and Fruit Juices,Jackfruit
Fruits and Fruit Juices,Java-plum
Fruits and Fruit Juices,Jujube
Fruits and Fruit Juices,Kiwifruit
Fruits and Fruit Juices,Kumquats
Fruits and Fruit Juices,Lemons
Fruits and Fruit Juices,Lemon juice
Fruits and Fruit Juices,Lemon juice from concentrate
Fruits and Fruit Juices,Lemon peel
Fruits and Fruit Juices,Limes
Fruits and Fruit Juices,Lime juice
Fruits and Fruit Juices,Litchis
Fruits and Fruit Juices,Loganberries
Fruits and Fruit Juices,Longans
Fruits and Fruit Juices,Loquats
Fruits and Fruit Juices,Mammy-apple
Fruits and Fruit Juices,Mangos
Fruits and Fruit Juices,Mangosteen
Fruits and Fruit Juices,Mango
Fruits and Fruit Juices,Melons
Fruits and Fruit Juices,Melon balls
Fruits and Fruit Juices,Mulberries
Fruits and Fruit Juices,Nectarines
Fruits and Fruit Juices,Oheloberries
Fruits and Fruit Juices,Olives
Fruits and Fruit Juices,Oranges
Fruits and Fruit Juices,Orange juice
Fruits and Fruit Juices,Orange peel
Fruits and Fruit Juices,Orange-grapefruit juice
Fruits and Fruit Juices,Tangerines
Fruits and Fruit Juices,Tangerine juice
Fruits and Fruit Juices,Papayas
Fruits and Fruit Juices,Papaya
Fruits and Fruit Juices,Papaya nectar
Fruits and Fruit Juices,Passion-fruit
Fruits and Fruit Juices,Passion-fruit juice
Fruits and Fruit Juices,Peaches
Fruits and Fruit Juices,Peach nectar
Fruits and Fruit Juices,Pears
Fruits and Fruit Juices,Pear nectar
Fruits and Fruit Juices,Persimmons
Fruits and Fruit Juices,Pineapple
Fruits and Fruit Juices,Pineapple juice
Fruits and Fruit Juices,Pitanga
Fruits and Fruit Juices,Plantains
Fruits and Fruit Juices,Plums
Fruits and Fruit Juices,Pomegranates
Fruits and Fruit Juices,Prickly pears
Fruits and Fruit Juices,Prunes
Fruits and Fruit Juices,Prune juice
Fruits and Fruit Juices,Pummelo
Fruits and Fruit Juices,Quinces
Fruits and Fruit Juices,Raisins
Fruits and Fruit Juices,Rambutan
Fruits and Fruit Juices,Raspberries
Fruits and Fruit Juices,Rhubarb
Fruits and Fruit Juices,Roselle
Fruits and Fruit Juices,Rose-apples
Fruits and Fruit Juices,Sapodilla
Fruits and Fruit Juices,Sapote
Fruits and Fruit Juices,Soursop
Fruits and Fruit Juices,Strawberries
Fruits and Fruit Juices,Sugar-apples
Fruits and Fruit Juices,Tamarinds
Fruits and Fruit Juices,Watermelon
Fruits and Fruit Juices,Maraschino cherries
Fruits and Fruit Juices,Feijoa
Fruits and Fruit Juices,Durian
Fruits and Fruit Juices,Prune puree
Fruits and Fruit Juices,Candied fruit
Fruits and Fruit Juices,Abiyuch
Fruits and Fruit Juices,Rowal
Fruits and Fruit Juices,Usda commodity
Fruits and Fruit Juices,Clementines
Fruits and Fruit Juices,Guanabana nectar
Fruits and Fruit Juices,Guava nectar
Fruits and Fruit Juices,Mango nectar
Fruits and Fruit Juices,Tamarind nectar
Fruits and Fruit Juices,Usda commodity peaches
Fruits and Fruit Juices,Usda commodity pears
Fruits and Fruit Juices,Pomegranate juice
Fruits and Fruit Juices,Juice
Fruits and Fruit Juices,Nance
Fruits and Fruit Juices,Naranjilla (lulo) pulp
Fruits and Fruit Juices,Horned melon (kiwano)
Fruits and Fruit Juices,Orange pineapple juice blend
Fruits and Fruit Juices,Fruit juice smoothie
Fruits and Fruit Juices,Cranberry juice blend
Fruits and Fruit Juices,Ruby red grapefruit juice blend (grapefruit
Fruits and Fruit Juices,Cranberry juice
Fruits and Fruit Juices,Malpighia emarginata
Fruits and Fruit Juices,Malus domestica
Fruits and Fruit Juices,Prunus armeniaca
Fruits and Fruit Juices,Persea americana
Fruits and Fruit Juices,Musa acuminata colla
Fruits and Fruit Juices,Rubus spp.
Fruits and Fruit Juices,Vaccinium spp.
Fruits and Fruit Juices,Rubus ursinus var. loganobaccus
Fruits and Fruit Juices,Artocarpus altilis
Fruits and Fruit Juices,Averrhoa carambola
Fruits and Fruit Juices,Carissa macrocarpa
Fruits and Fruit Juices,Annona cherimola
Fruits and Fruit Juices,Prunus cerasus
Fruits and Fruit Juices,Prunus avium
Fruits and Fruit Juices,Malus spp.
Fruits and Fruit Juices,Vaccinium macrocarpon
Fruits and Fruit Juices,Ribes nigrum
Fruits and Fruit Juices,Ribes rubrum
Fruits and Fruit Juices,Vitis vinifera
Fruits and Fruit Juices,Annona reticulata
Fruits and Fruit Juices,Phoenix dactylifera
Fruits and Fruit Juices,Sambucus spp.
Fruits and Fruit Juices,Ficus carica
Fruits and Fruit Juices,Ribes spp.
Fruits and Fruit Juices,Lycium barbarum l.
Fruits and Fruit Juices,Citrus paradisi
Fruits and Fruit Juices,Vitis rotundifolia
Fruits and Fruit Juices,Vitis spp.
Fruits and Fruit Juices,Physalis spp.
Fruits and Fruit Juices,Psidium guajava
Fruits and Fruit Juices,Psidium cattleianum
Fruits and Fruit Juices,Artocarpus heterophyllus
Fruits and Fruit Juices,Syzygium cumini
Fruits and Fruit Juices,Ziziphus jujuba
