class,id,name,rank
synonym,28117,Bacteroides putredinis,species
authority,28117,Bacteroides putredinis (Weinberg et al. 1937) Kelly 1957 (Approved Lists 1980),species
synonym,28117,Pseudobacterium putredinis,species
synonym,28117,Ristella putredinis,species
synonym,28118,Bacteroides splanchnicus,species
authority,28118,Bacteroides splanchnicus Werner et al. 1975,species
scientific name,28118,Odoribacter splanchnicus,species
authority,28118,Odoribacter splanchnicus (Werner et al. 1975) Hardham et al. 2008,species
authority,28134,Ristella oralis (Loesche et al. 1964) Prevot et al. 1967,species
synonym,28134,Bacteroides oralis,species
authority,28134,Bacteroides oralis Loesche et al. 1964 (Approved Lists 1980),species
scientific name,28134,Prevotella oralis,species
authority,28134,Prevotella oralis (Loesche et al. 1964) Shah and Collins 1990,species
synonym,28134,Ristella oralis,species
authority,28141,Cronobacter sakazakii (Farmer et al. 1980) Iversen et al. 2007,species
scientific name,28141,Cronobacter sakazakii,species
authority,28141,Cronobacter sakazakii (Farmer et al. 1980) Iversen et al. 2008,species
includes,28141,Cronobacter sakazakii subsp. sakazakii,species
synonym,28141,Enterobacter sakazakii,species
authority,28141,Enterobacter sakazakii Farmer et al. 1980,species
synonym,28141,yellow -pigmented Enterobacter cloacae,species
authority,28211,Alphabacteria Cavalier-Smith 1992,class
synonym,28211,Alphabacteria,class
authority,28211,Alphabacteria Cavalier-Smith 2002,class
scientific name,28211,Alphaproteobacteria,class
authority,28211,Alphaproteobacteria Garrity et al. 2006,class
synonym,28211,Proteobacteria alpha subdivision,class
synonym,28211,"Purple bacteria, alpha subdivision",class
blast name,28211,a-proteobacteria,class
synonym,28211,alpha proteobacteria,class
synonym,28211,alpha subdivision,class
synonym,28211,alpha subgroup,class
synonym,28216,'Betaproteobacteria',class
scientific name,28216,Betaproteobacteria,class
synonym,28216,Proteobacteria beta subdivision,class
synonym,28216,"Purple bacteria, beta subdivision",class
blast name,28216,b-proteobacteria,class
synonym,28216,beta proteobacteria,class
synonym,28216,beta subdivision,class
synonym,28216,beta subgroup,class
authority,28221,Deltabacteria Cavalier-Smith 1992,class
authority,28221,Deltabacteria Cavalier-Smith 2002,class
scientific name,28221,Deltaproteobacteria,class
authority,28221,Deltaproteobacteria Kuever et al. 2006,class
includes,28221,Dissimilatory sulfate or sulfur reducers,class
synonym,28221,Proteobacteria delta subdivision,class
synonym,28221,"Purple bacteria, delta subdivision",class
includes,28221,Sulfate- or sulfur-reducing dissimilatory bacteria,class
includes,28221,Sulfate-reducing or sulfur-reducing dissimilatory bacteria,class
blast name,28221,d-proteobacteria,class
synonym,28221,delta proteobacteria,class
synonym,28221,delta subdivision,class
synonym,28221,delta subgroup,class
authority,28890,Euryarchaeota Woese et al. 1990,phylum
scientific name,28890,Euryarchaeota,phylum
authority,28890,Euryarchaeota Garrity and Holt 2002,phylum
blast name,28890,euryarchaeotes,phylum
synonym,28890,not Euryarchaeota Cavalier-Smith 2002,phylum
authority,29355,Clostridium cellobioparus (sic) Hungate 1944,species
equivalent name,29355,Clostridium cellobioparum,species
authority,29355,Clostridium cellobioparum Hungate 1944,species
synonym,29355,Clostridium cellobioparus,species
scientific name,29355,[Clostridium] cellobioparum,species
scientific name,29356,Clostridium chartatabidum,species
synonym,29356,Clostridium chartatabidum Kelly et al. 1996,species
authority,29361,Tyzzerella nexilis Yutin and Galperin 2013,species
synonym,29361,Clostridium nexile,species
authority,29361,Clostridium nexile Holdeman and Moore 1974,species
scientific name,29361,Tyzzerella nexilis,species
authority,29363,Bacillus diaphthirus Trevisan 1889,species
authority,29363,Bacillus paraputrificus Bienstock 1906,species
synonym,29363,Bacillus diaphthirus,species
synonym,29363,Bacillus paraputrificus,species
scientific name,29363,Clostridium paraputrificum,species
authority,29363,Clostridium paraputrificum (Bienstock 1906) Snyder 1936,species
scientific name,29465,Veillonella,genus
authority,29465,Veillonella Prevot 1933 (Approved Lists 1980) emend. Mays et al. 1982,genus
scientific name,31953,Bifidobacteriaceae,family
authority,31953,Bifidobacteriaceae Stackebrandt et al. 1997 emend. Zhi et al. 2009,family
equivalent name,31971,Eubacterium dolichum,species
authority,31971,Eubacterium dolichum Moore et al. 1976,species
scientific name,31971,[Eubacterium] dolichum,species
synonym,31977,Megasphaera group,family
synonym,31977,Selenomonadaceae,family
synonym,31977,Sporomusa subbranch,family
scientific name,31977,Veillonellaceae,family
authority,31977,Veillonellaceae Rogosa 1971 (Approved Lists 1980) emend. Marchandin et al. 2010,family
synonym,31977,cluster IX,family
scientific name,31979,Clostridiaceae,family
authority,31979,Clostridiaceae Pribram 1933,family
scientific name,33024,Phascolarctobacterium,genus
authority,33024,Phascolarctobacterium Del Dot et al. 1994,genus
scientific name,33025,Phascolarctobacterium faecium,species
synonym,33025,Phascolarctobacterium faecium Del Dot et al. 1994,species
equivalent name,33038,Ruminococcus gnavus,species
authority,33038,Ruminococcus gnavus Moore et al. 1976,species
misspelling,33038,Ruminococcus gravus,species
scientific name,33038,[Ruminococcus] gnavus,species
misspelling,33039,Eubacterium torques,species
equivalent name,33039,Ruminococcus torques,species
authority,33039,Ruminococcus torques Holdeman and Moore 1974,species
scientific name,33039,[Ruminococcus] torques,species
scientific name,33042,Coprococcus,genus
authority,33042,Coprococcus Holdeman and Moore 1974,genus
scientific name,33043,Coprococcus eutactus,species
synonym,33043,Coprococcus eutactus Holdeman and Moore 1974,species
equivalent name,33882,Aureibacterium,genus
synonym,33882,Aureobacterium,genus
authority,33882,Aureobacterium Collins et al. 1983 emend. Yokota et al. 1993,genus
scientific name,33882,Microbacterium,genus
authority,33882,Microbacterium Orla-Jensen 1919 (Approved Lists 1980) emend. Krishnamurthi et al. 2012,genus
authority,33882,Microbacterium Orla-Jensen 1919 (Approved Lists 1980) emend. Takeuchi and Hatano 1998,genus
scientific name,33958,Lactobacillaceae,family
authority,33958,Lactobacillaceae Winslow et al. 1917,family
scientific name,34072,Variovorax,genus
authority,34072,Variovorax Willems et al. 1991,genus
scientific name,36834,Clostridium celatum,species
synonym,36834,Clostridium celatum Hauschild and Holdeman 1974,species
synonym,36841,Clostridium glycolicum,species
authority,36841,Clostridium glycolicum Gaston & Stadtman 1963 (Approved Lists 1980) emend. Chamkha et al. 2001,species
misspelling,36841,Clostridium glycolinum,species
scientific name,36841,Terrisporobacter glycolicus,species
authority,36841,Terrisporobacter glycolicus (Gaston and Stadtman 1963) Gerritsen et al. 2014,species
misspelling,36841,[Clostridium] glycolicum,species
equivalent name,37658,Clostridium populeti,species
authority,37658,Clostridium populeti Sleat and Mah 1985,species
scientific name,37658,[Clostridium] populeti,species
authority,37734,Streptococcus casseliflavus Vaughan et al. 1979,species
scientific name,37734,Enterococcus casseliflavus,species
authority,37734,Enterococcus casseliflavus (ex Vaughan et al. 1979) Collins et al. 1984,species
synonym,37734,Enterococcus flavescens,species
authority,37734,Enterococcus flavescens Pompei et al. 1992,species
synonym,37734,Streptococcus casseliflavus,species
synonym,37734,Streptococcus faecium subsp. casseliflavus,species
synonym,37734,Streptococcus faecium var. casseliflavus,species
authority,39483,Bacterium cylindroides Rocchi 1908,species
authority,39483,Bacteroides cylindroides (Rocchi 1908) Kelly 1957,species
authority,39483,Pseudobacterium cylindroides (Rocchi 1908) Krasil'nikov 1949,species
authority,39483,Ristella cylindroides (Rocchi 1908) Prevot 1938,species
synonym,39483,Bacterium cylindroides,species
synonym,39483,Bacteroides cylindroides,species
misspelling,39483,Eubacterium cylindricoides,species
synonym,39483,Eubacterium cylindroides,species
authority,39483,Eubacterium cylindroides (Rocchi 1908) Holdeman and Moore 1970,species
scientific name,39483,Faecalitalea cylindroides,species
authority,39483,Faecalitalea cylindroides (Rocchi 1908) De Maesschalck et al. 2014,species
synonym,39483,Pseudobacterium cylindroides,species
synonym,39483,Ristella cylindroides,species
scientific name,39484,Eubacterium desmolans,species
synonym,39484,Eubacterium desmolans Morris et al. 1986,species
equivalent name,39485,Eubacterium eligens,species
authority,39485,Eubacterium eligens Holdeman and Moore 1974,species
scientific name,39485,[Eubacterium] eligens,species
scientific name,39486,Dorea formicigenerans,species
authority,39486,Dorea formicigenerans (Holdeman and Moore 1974) Taras et al. 2002,species
synonym,39486,Eubacterium formicigenerans,species
authority,39486,Eubacterium formicigenerans Holdeman and Moore 1974,species
misspelling,39488,Eubacterium halii,species
equivalent name,39488,Eubacterium hallii,species
authority,39488,Eubacterium hallii Holdeman and Moore 1974,species
scientific name,39488,[Eubacterium] hallii,species
scientific name,39490,Eubacterium ramulus,species
authority,39490,Eubacterium ramulus Moore et al. 1976,species
equivalent name,39490,[Eubacterium] ramulus,species
authority,39491,Bacteroides rectalis Hauduroy et al. 1937,species
authority,39491,Pseudobacterium rectale (Hauduroy et al. 1937) Krasil'nikov 1949,species
synonym,39491,'Agathobacter rectalis',species
synonym,39491,'Roseburia rectale',species
scientific name,39491,Agathobacter rectalis,species
synonym,39491,Bacteroides rectalis,species
synonym,39491,CIP 105953,species
synonym,39491,Eubacterium rectale,species
authority,39491,Eubacterium rectale (Hauduroy et al. 1937) Prevot 1938,species
synonym,39491,Pseudobacterium rectale,species
synonym,39491,Roseburia rectale,species
equivalent name,39492,Eubacterium siraeum,species
authority,39492,Eubacterium siraeum Moore et al. 1976,species
scientific name,39492,[Eubacterium] siraeum,species
authority,39496,Bacillus ventriosus Tissier 1908,genus
authority,39496,Bacteroides ventriosus (Tissier 1908) Eggerth 1935,genus
authority,39496,Pseudobacterium ventriosum (Tissier 1908) Krasil'nikov 1949,genus
synonym,39496,Bacillus ventriosus,genus
synonym,39496,Bacteroides ventriosus,genus
scientific name,39496,Eubacterium ventriosum,genus
authority,39496,Eubacterium ventriosum (Tissier 1908) Prevot 1938,genus
synonym,39496,Pseudobacterium ventriosum,genus
equivalent name,39496,[Eubacterium] ventriosum,genus
scientific name,39777,Veillonella atypica,species
authority,39777,Veillonella atypica (Rogosa 1965) Mays et al. 1982,species
synonym,39777,Veillonella parvula subsp. atypica,species
authority,39777,Veillonella parvula subsp. atypica Rogosa 1965 (Approved Lists 1980),species
authority,39948,Dialister Bergey et al. 1923,genus
scientific name,39948,Dialister,genus
authority,39948,Dialister (ex Bergey et al. 1923) Moore and Moore 1994 emend. Downes et al. 2003,genus
authority,39948,Dialister (ex Bergey et al. 1923) Moore and Moore 1994 emend. Jumas-Bilak et al. 2005,genus
authority,39948,Dialister (ex Bergey et al. 1923) Moore and Moore 1994 emend. Morotomi et al. 2008,genus
scientific name,40518,Ruminococcus bromii,species
authority,40518,Ruminococcus bromii Moore et al. 1972,species
scientific name,40519,Ruminococcus callidus,species
synonym,40519,Ruminococcus callidus Holdeman and Moore 1974,species
scientific name,40544,Sutterella,genus
authority,40544,Sutterella Wexler et al. 1996,genus
scientific name,40545,Sutterella wadsworthensis,species
authority,40545,Sutterella wadsworthensis Wexler et al. 1996,species
misspelling,40545,Sutterella wadsworthia,species
scientific name,42322,Eubacterium ruminantium,species
authority,42322,Eubacterium ruminantium Bryant 1959,species
equivalent name,42322,[Eubacterium] ruminantium,species
scientific name,45851,Butyrivibrio crossotus,species
synonym,45851,Butyrivibrio crossotus Moore et al. 1976,species
misspelling,46228,Eubacterium lactaris,species
scientific name,46228,Ruminococcus lactaris,species
synonym,46228,Ruminococcus lactaris Moore et al. 1976,species
synonym,46503,Bacteroides merdae,species
authority,46503,Bacteroides merdae Johnson et al. 1986,species
scientific name,46503,Parabacteroides merdae,species
authority,46503,Parabacteroides merdae (Johnson et al. 1986) Sakamoto and Benno 2006,species
includes,47246,Clostridium aminovalericum DSM 6836,species
includes,47246,Clostridium aminovalericum strain T2-7,species
equivalent name,47246,Clostridium viride,species
authority,47246,Clostridium viride Buckel et al. 1995,species
scientific name,47246,[Clostridium] viride,species
scientific name,47678,Bacteroides caccae,species
authority,47678,Bacteroides caccae Johnson et al. 1986,species
scientific name,48461,Verrucomicrobiales,order
authority,48461,Verrucomicrobiales Ward-Rainey et al. 1996 emend. Yoon et al. 2008,order
synonym,48461,Verrucosimicrobiales,order
authority,51101,Bacillus agri Laubach and Rice 1916,species
synonym,51101,Bacillus agri,species
authority,51101,Bacillus agri (ex Laubach and Rice 1916) Nakamura 1993,species
synonym,51101,Bacillus galactophilus,species
authority,51101,Bacillus galactophilus Takagi et al. 1993,species
synonym,51101,Bacillus pulvifaciens group II,species
scientific name,51101,Brevibacillus agri,species
authority,51101,Brevibacillus agri (Nakamura 1993) Shida et al. 1996,species
scientific name,51123,Eubacterium saphenum,species
authority,51123,Eubacterium saphenum corrig. Uematsu et al. 1993,species
misspelling,51123,Eubacterium saphenus,species
scientific name,51288,Kluyvera ascorbata,species
authority,51288,Kluyvera ascorbata Farmer et al. 1981,species
includes,51288,Microbacterium sp. BDR3P1B2,species
scientific name,51290,Chlamydiae/Verrucomicrobia group,superphylum
equivalent name,51290,Chlamydiales/Verrucomicrobia group,superphylum
scientific name,52225,Mitsuokella,genus
authority,52225,Mitsuokella Shah and Collins 1983,genus
synonym,55080,Bacillus brevis group,genus
scientific name,55080,Brevibacillus,genus
authority,55080,Brevibacillus Shida et al. 1996,genus
synonym,55080,rRNA group 4 bacilli,genus
scientific name,61170,Holdemania,genus
authority,61170,Holdemania Willems et al. 1997,genus
synonym,67824,Citrobacter amalonaticus biogroup 1,species
scientific name,67824,Citrobacter farmeri,species
authority,67824,Citrobacter farmeri Brenner et al. 1993,species
synonym,67824,Citrobacter genomospecies 4,species
scientific name,67828,Citrobacter gillenii,species
authority,67828,Citrobacter gillenii Brenner et al. 2000,species
synonym,67828,Citrobacter sp. 'genomospecies 10',species
synonym,67828,Citrobacter sp. genomospecies 10,species
scientific name,68287,Mesorhizobium,genus
synonym,68287,Mesorhizobium Jarvis et al. 1997,genus
scientific name,68336,Bacteroidetes/Chlorobi group,superphylum
synonym,68336,CFB/Chlorobi group,superphylum
synonym,68336,CFB/Green sulfur bacteria group,superphylum
synonym,68336,Cytophagales/Green sulfur bacteria group,superphylum
scientific name,68525,delta/epsilon subdivisions,subphylum
authority,68525,"not ""Thiobacteria"" Cavalier-Smith 1998",subphylum
synonym,68525,not Thiobacteria,subphylum
authority,68525,not Thiobacteria Cavalier-Smith 2002,subphylum
scientific name,68891,Streptococcus peroris,species
authority,68891,Streptococcus peroris Kawamura et al. 1998,species
synonym,69218,CDC Enteric Group 19,species
scientific name,69218,Enterobacter cancerogenus,species
authority,69218,Enterobacter cancerogenus (Urosevic 1966) Dickey and Zumoff 1988,species
synonym,69218,Enterobacter taylorae,species
authority,69218,Enterobacter taylorae Farmer et al. 1985,species
synonym,69218,Erwinia cancerogena,species
authority,69218,Erwinia cancerogena Urosevic 1966 (Approved Lists 1980),species
synonym,69277,'Phyllobacteriaceae',family
synonym,69277,Mesorhizobium/Phyllobacterium group,family
scientific name,69277,Phyllobacteriaceae,family
misspelling,69277,Phylobacteriaceae,family
synonym,72274,Pseudomonaceae/Moraxellaceae group,order
scientific name,72274,Pseudomonadales,order
synonym,72274,Pseudomonadales Orla-Jensen 1921,order
scientific name,74201,Verrucomicrobia,phylum
authority,74201,Verrucomicrobia (Hedlund et al. 1997 emend. Garrity and Holt) Yoon et al. 2010,phylum
authority,74201,Verrucomicrobia Hedlund 2012,phylum
blast name,74201,verrucomicrobia,phylum
synonym,74426,Bacteroides aerofaciens Eggerth 1935,species
synonym,74426,Pseudobacterium aerofaciens (Eggerth 1935) Krasil'nikov 1949,species
synonym,74426,Bacteroides aerofaciens,species
scientific name,74426,Collinsella aerofaciens,species
synonym,74426,Collinsella aerofaciens (Eggerth 1935) Kageyama et al. 1999,species
synonym,74426,Eubacterium aerofaciens,species
synonym,74426,Eubacterium aerofaciens (Eggerth 1935) Prevot 1938 (Approved Lists 1980),species
synonym,74426,Pseudobacterium aerofaciens,species
scientific name,78346,Bifidobacterium ruminantium,species
synonym,78346,Bifidobacterium ruminantium Biavati and Mattarelli 1991,species
equivalent name,78346,Bifidobacterium ruminatorum,species
synonym,80840,'Burkholderiales',order
synonym,80840,Burkholderia/Oxalobacter/Ralstonia group,order
scientific name,80840,Burkholderiales,order
scientific name,80864,Comamonadaceae,family
synonym,80864,Comamonadaceae Willems et al. 1991,family
synonym,80864,beta-1 subgroup,family
scientific name,81852,Enterococcaceae,family
authority,81852,Enterococcaceae Ludwig et al. 2010,family
scientific name,83763,Succinivibrionaceae,family
synonym,83763,Succinivibrionaceae Hippe et al. 1999,family
scientific name,83770,Succinivibrio,genus
authority,83770,Succinivibrio Bryant and Small 1956,genus
scientific name,83771,Succinivibrio dextrinosolvens,species
synonym,83771,Succinivibrio dextrinosolvens Bryant and Small 1956,species
scientific name,84024,Clostridium disporicum,species
synonym,84024,Clostridium disporicum Horn 1987,species
equivalent name,84026,Clostridium methylpentosum,species
authority,84026,Clostridium methylpentosum Himelbloom and Canale-Parola 1989,species
scientific name,84026,[Clostridium] methylpentosum,species
scientific name,84107,Coriobacteriaceae,family
authority,84107,Coriobacteriaceae Stackebrandt et al. 1997 emend. Gupta et al. 2013,family
authority,84107,Coriobacteriaceae Stackebrandt et al. 1997 emend. Zhi et al. 2009,family
scientific name,84108,Slackia,genus
authority,84108,Slackia Wade et al. 1999 emend. Nagai et al. 2010,genus
scientific name,84111,Eggerthella,genus
authority,84111,Eggerthella Kageyama et al. 1999,genus
authority,84111,Eggerthella Wade et al. 1999 emend. Maruo et al. 2008,genus
authority,84111,Eggerthella Wade et al. 1999 emend. Wurdemann et al. 2009,genus
authority,84112,Bacteroides lentus Eggerth 1935,species
authority,84112,Pseudobacterium lentum Krasil'nikov 1949,species
synonym,84112,Bacteroides lentus,species
scientific name,84112,Eggerthella lenta,species
authority,84112,Eggerthella lenta (Eggerth 1935) Kageyama et al. 1999,species
authority,84112,Eggerthella lenta (Eggerth 1935) Wade et al. 1999 emend. Maruo et al. 2008,species
synonym,84112,Eubacterium lentum,species
authority,84112,Eubacterium lentum (Eggerth 1935) Prevot 1938 (Approved Lists 1980),species
synonym,84112,Pseudobacterium lentum,species
synonym,84998,Coriobacteridae,class
authority,84998,Coriobacteridae Stackebrandt et al. 1997 emend. Zhi et al. 2009,class
scientific name,84998,Coriobacteriia,class
authority,84998,Coriobacteriia Konig 2013 emend. Gupta et al. 2013,class
includes,84999,'Coriobacterineae',order
scientific name,84999,Coriobacteriales,order
authority,84999,Coriobacteriales Stackebrandt et al. 1997 emend. Gupta et al. 2013,order
authority,84999,Coriobacteriales Stackebrandt et al. 1997 emend. Zhi et al. 2009,order
includes,84999,Coriobacterineae,order
scientific name,85004,Bifidobacteriales,order
authority,85004,Bifidobacteriales Stackebrandt et al. 1997 emend. Zhi et al. 2009,order
scientific name,85006,Micrococcales,order
authority,85006,Micrococcales Prevot 1940,order
synonym,85006,Micrococcineae,order
authority,85006,Micrococcineae (Micrococceae Prevot 1961) emend. Stackebrandt et al. 1997,order
authority,85006,Micrococcineae Stackebrandt et al. 1997,order
authority,85006,Micrococcineae Stackebrandt et al. 1997 emend. Yassin et al. 2011,order
authority,85006,Micrococcineae Stackebrandt et al. 1997 emend. Zhi et al. 2009,order
scientific name,85023,Microbacteriaceae,family
authority,85023,Microbacteriaceae Park et al. 1995 emend. Rainey et al. 1997,family
authority,85023,Microbacteriaceae Park et al. 1995 emend. Zhi et al. 2009,family
scientific name,86331,Mogibacterium,genus
authority,86331,Mogibacterium Nakazawa et al. 2000,genus
scientific name,88431,Dorea longicatena,species
synonym,88431,Dorea longicatena Taras et al. 2002,species
includes,88431,Eubacterium sp. III-35,species
scientific name,89014,Blautia luti,species
authority,89014,Blautia luti (Simmering et al. 2002) Liu et al. 2008,species
synonym,89014,Ruminococcus luti,species
authority,89014,Ruminococcus luti Simmering et al. 2002,species
includes,89014,Ruminococcus sp. bln9,species
scientific name,90964,Staphylococcaceae,family
authority,90964,Staphylococcaceae Schleifer and Bell 2010,family
includes,90964,Staphylococceae,family
includes,90964,Staphylococceae Prevot 1940,family
synonym,90964,Staphylococcus group,family
scientific name,91061,Bacilli,class
authority,91061,Bacilli Ludwig et al. 2010,class
synonym,91061,Bacillus/Lactobacillus/Streptococcus group,class
synonym,91061,Firmibacteria,class
authority,91061,Firmibacteria Murray 1988,class
synonym,91347,'Enterobacteriales',order
synonym,91347,Enterobacteriaceae and related endosymbionts,order
synonym,91347,Enterobacteriaceae group,order
scientific name,91347,Enterobacteriales,order
blast name,91347,enterobacteria,order
scientific name,97478,Lactobacillus mucosae,species
synonym,97478,Lactobacillus mucosae Roos et al. 2000,species
scientific name,100175,Papillibacter,genus
authority,100175,Papillibacter Defnoun et al. 2000,genus
misspelling,100176,Papillibacter cinnaminovorans,species
scientific name,100176,Papillibacter cinnamivorans,species
synonym,100176,Papillibacter cinnamivorans Defnoun et al. 2000,species
misspelling,100886,Catenabacterium mitsuokai,species
scientific name,100886,Catenibacterium mitsuokai,species
synonym,100886,Catenibacterium mitsuokai Kageyama and Benno 2000,species
scientific name,101564,Pseudomonas alcaliphila,genus
authority,101564,Pseudomonas alcaliphila Yumoto et al. 2001,genus
misspelling,101564,Pseudomonas alcalophila,genus
scientific name,102106,Collinsella,genus
synonym,102106,Collinsella Kageyama et al. 1999 emend. Kageyama and Benno 2000,genus
misspelling,102148,Bulleidia moorei,species
scientific name,102148,Solobacterium moorei,species
authority,102148,Solobacterium moorei Kageyama and Benno 2000,species
synonym,102148,unclassified Clostridium group RCA59,species
scientific name,113107,Streptococcus australis,species
authority,113107,Streptococcus australis Willcox et al. 2001,species
scientific name,114528,Mogibacterium neglectum,species
authority,114528,Mogibacterium neglectum Nakazawa et al. 2002,species
scientific name,116085,Coprococcus catus,species
authority,116085,Coprococcus catus Holdeman and Moore 1974,species
scientific name,118966,Anaerorhabdus,genus
authority,118966,Anaerorhabdus Shah and Collins 1986,genus
authority,118967,Bacillus furcosus Veillon and Zuber 1898,species
authority,118967,Fusiformis furcosus (Veillon and Zuber 1898) Topley and Wilson 1929,species
authority,118967,Pseudobacterium furcosum (Veillon and Zuber 1898) Krasil'nikov 1949,species
authority,118967,Ristella furcosa (Veillon and Zuber 1898) Prevot 1938,species
scientific name,118967,Anaerorhabdus furcosa,species
authority,118967,Anaerorhabdus furcosa corrig. (Veillon and Zuber 1898) Shah and Collins 1986,species
synonym,118967,Anaerorhabdus furcosus,species
synonym,118967,Bacillus furcosus,species
synonym,118967,Bacteroides furcosus,species
authority,118967,Bacteroides furcosus (Veillon and Zuber 1898) Hauduroy et al. 1937 (Approved Lists 1980),species
synonym,118967,Fusiformis furcosus,species
synonym,118967,Pseudobacterium furcosum,species
synonym,118967,Ristella furcosa,species
scientific name,119852,Oscillospira,species
authority,119852,Oscillospira Chatton and Perard 1913,species
synonym,123375,Clostridium cluster XVI,genus
scientific name,123375,Solobacterium,genus
authority,123375,Solobacterium Kageyama and Benno 2000,genus
synonym,123834,'Haemophilus quentini',species
scientific name,123834,Haemophilus quentini,species
synonym,128827,Erysipelothrix group,family
synonym,128827,Erysipelothrixaceae,family
scientific name,128827,Erysipelotrichaceae,family
authority,128827,Erysipelotrichaceae Verbarg et al. 2004,family
scientific name,133925,Olsenella,genus
authority,133925,Olsenella Dewhirst et al. 2001 emend. Kraatz et al. 2011,genus
synonym,133926,Atopobium uli,species
synonym,133926,Lactobacillus uli,species
authority,133926,Lactobacillus uli Olsen et al. 1991,species
synonym,133926,Olsenella (Atopobium) uli,species
scientific name,133926,Olsenella uli,species
authority,133926,Olsenella uli (Olsen et al. 1991) Dewhirst et al. 2001 emend. Kraatz et al. 2011,species
scientific name,135621,Pseudomonadaceae,family
synonym,135621,Pseudomonadaceae Winslow et al. 1917,family
synonym,135624,Aeromonadaceae/Succinivibrionaceae group,order
scientific name,135624,Aeromonadales,order
authority,135624,Aeromonadales Martin-Carnahan and Joseph 2005,order
synonym,135625,Pasteruellaceae group,order
scientific name,135625,Pasteurellales,order
synonym,135625,Pasteurellales Garrity et al. 2005,order
misspelling,135858,Catenabacterium,genus
scientific name,135858,Catenibacterium,genus
authority,135858,Catenibacterium Kageyama and Benno 2000,genus
equivalent name,143393,Eubacterium sulci,species
authority,143393,Eubacterium sulci (Cato et al. 1985) Jalava and Eerola 1999,species
equivalent name,143393,Fusibacterium sulci,species
synonym,143393,Fusobacterium sulci,species
authority,143393,Fusobacterium sulci Cato et al. 1985,species
scientific name,143393,[Eubacterium] sulci,species
synonym,154046,Clostridium hathewayi,species
authority,154046,Clostridium hathewayi Steer et al. 2002,species
scientific name,154046,Hungatella hathewayi,species
includes,154288,Gram-positive bacterium MOL361,species
scientific name,154288,Turicibacter sanguinis,species
authority,154288,Turicibacter sanguinis Bosshard et al. 2002,species
scientific name,154621,Enterococcus phoeniculicola,species
authority,154621,Enterococcus phoeniculicola Law-Brown and Meyers 2003,species
scientific name,158846,Megamonas,genus
authority,158846,Megamonas Shah and Collins 1983,genus
equivalent name,160404,Clostridium lactatifermentans,species
authority,160404,Clostridium lactatifermentans van der Wielen et al. 2002,species
equivalent name,160404,Clostridium lactifermentum,species
scientific name,160404,[Clostridium] lactatifermentans,species
scientific name,160674,Raoultella,genus
authority,160674,Raoultella Drancourt et al. 2001,genus
scientific name,165179,Prevotella copri,species
authority,165179,Prevotella copri Hayashi et al. 2007,species
includes,165179,Prevotella sp. CB18,species
includes,165179,Prevotella sp. CB23,species
includes,165179,Prevotella sp. CB26,species
includes,165179,Prevotella sp. CB28,species
includes,165179,Prevotella sp. CB7,species
misspelling,166486,Eubacterium intestinalis,species
scientific name,166486,Roseburia intestinalis,species
authority,166486,Roseburia intestinalis Duncan et al. 2002 emend. Duncan et al. 2006,species
synonym,168384,Bryantella formatexigens,species
authority,168384,Bryantella formatexigens Wolin et al. 2004,species
scientific name,168384,Marvinbryantia formatexigens,species
authority,168384,Marvinbryantia formatexigens (Wolin et al. 2004) Wolin et al. 2008,species
scientific name,171549,Bacteroidales,order
authority,171549,Bacteroidales Krieg 2012,order
scientific name,171550,Rikenellaceae,family
authority,171550,Rikenellaceae Krieg et al. 2012,family
scientific name,171551,Porphyromonadaceae,family
authority,171551,Porphyromonadaceae Krieg 2012,family
scientific name,171552,Prevotellaceae,family
authority,171552,Prevotellaceae Krieg 2012,family
includes,180332,Clostridium sp. CCUG 52336,species
scientific name,180332,Robinsoniella peoriensis,species
authority,180332,Robinsoniella peoriensis Cotta et al. 2009,species
includes,180332,swine fecal bacterium FPC47,species
includes,180332,swine fecal bacterium FPC50,species
includes,180332,swine manure pit bacterium PPC108,species
includes,180332,swine manure pit bacterium PPC31,species
includes,180332,swine manure pit bacterium PPC37,species
includes,180332,swine manure pit bacterium PPC44,species
synonym,183925,Archaeobacteria,class
authority,183925,Archaeobacteria Murray 1988,class
scientific name,183925,Methanobacteria,class
authority,183925,Methanobacteria Boone 2002,class
scientific name,186801,Clostridia,class
authority,186801,Clostridia Rainey 2010,class
scientific name,186802,Clostridiales,order
authority,186802,Clostridiales Prevot 1953,order
scientific name,186803,Lachnospiraceae,family
authority,186803,Lachnospiraceae Rainey 2010,family
scientific name,186804,Peptostreptococcaceae,family
authority,186804,Peptostreptococcaceae Ezaki et al. 2010,family
scientific name,186806,Eubacteriaceae,family
authority,186806,Eubacteriaceae Ludwig et al. 2010,family
scientific name,186807,Peptococcaceae,family
authority,186807,Peptococcaceae Rogosa 1971,family
scientific name,186813,unclassified Clostridiales,no rank
scientific name,186822,Paenibacillaceae,family
authority,186822,Paenibacillaceae De Vos et al. 2010,family
scientific name,186826,Lactobacillales,order
authority,186826,Lactobacillales Ludwig et al. 2010,order
scientific name,187979,Mitsuokella jalaludinii,species
synonym,187979,Mitsuokella jalaludinii Lan et al. 2002,species
scientific name,189330,Dorea,genus
authority,189330,Dorea Taras et al. 2002,genus
scientific name,191303,Turicibacter,genus
authority,191303,Turicibacter Bosshard et al. 2002,genus
synonym,194924,'Desulfovibrionaceae',family
