Evaluation of diet pattern related to the symptoms of mexican patients with Ulcerative Colitis (UC): through the validity of a questionnaire	nutrition journal	2.597
Microbial Diversity and Potential Pathogens in Ornamental Fish Aquarium Water	plos one	3.234
Complementary and Alternative Therapies for Chronic Constipation	evidence-based complementary and alternative medicine : ecam	NO IMPACT
Bioinformatics for the Human Microbiome Project	plos computational biology	4.62
Isolation and characterization of potential lactic acid bacteria (LAB) from freshwater fish processing wastes for application in fermentative utilisation of fish processing waste	brazilian journal of microbiology	0.592
The Implications of Metabotypes for Rationalizing Therapeutics in Infants and Children	frontiers in pediatrics	NO IMPACT
IL-21 induces antiviral microRNA-29 in CD4 T cells to limit HIV-1 infection	nature communications	11.47
DNA methylation-associated colonic mucosal immune and defense responses in treatment-naïve pediatric ulcerative colitis	epigenetics	4.78
Differential effects of oral and intravenous l-carnitine on serum lipids: is the microbiota the answer?	clinical kidney journal	NO IMPACT
Massively parallel tag sequencing reveals the complexity of anaerobic marine protistan communities	bmc biology	7.984
Synthetic microbial communities☆	current opinion in microbiology	5.9
Vibrio cholerae vexH Encodes a Multiple Drug Efflux Pump That Contributes to the Production of Cholera Toxin and the Toxin Co-Regulated Pilus	plos one	3.234
Up to Species-level Community Analysis of Human Gut Microbiota by 16S rRNA
Amplicon Pyrosequencing	bioscience of microbiota, food and health	NO IMPACT
Nature and Nurture in the Evolution of Cell Biology	molecular biology of the cell	4.466
Defective Differentiation of Regulatory FoxP3+ T Cells by Small-Intestinal Dendritic Cells in Patients With Type 1 Diabetes	diabetes	8.095
Widespread distribution of CTX-M and plasmid-mediated AmpC β-lactamases
in Escherichia coli from Brazilian chicken meat	memórias do instituto oswaldo cruz	NO IMPACT
Evaluation of in vitro and in vivo Biological Activities of Cheilanthes albomarginata Clarke	bmc complementary and alternative medicine	2.02
Consumption of Dental Treatment in Patients with Inflammatory Bowel Disease, a Register Study	plos one	3.234
Metagenomic analysis of double-stranded DNA viruses in healthy adults	bmc biology	7.984
Personalized Lifestyle Medicine: Relevance for Nutrition and Lifestyle Recommendations	the scientific world journal	NO IMPACT
Diet and exercise orthogonally alter the gut microbiome and reveal independent associations with anxiety and cognition	molecular neurodegeneration	6.563
A Novel Lipase as Aquafeed Additive for Warm-Water Aquaculture	plos one	3.234
Effect of Bacteriophage Supplementation on the Growth Performance, Nutrient Digestibility, Blood Characteristics, and Fecal Microbial Shedding in Growing Pigs	asian-australasian journal of animal sciences	0.541
Differences in Mucosal Gene Expression in the Colon of Two Inbred Mouse Strains after Colonization with Commensal Gut Bacteria	plos one	3.234
Chicken Caecal Microbiome Modifications Induced by Campylobacter jejuni Colonization and by a Non-Antibiotic Feed Additive	plos one	3.234
Diesel Exhaust Exposure, Wheezing and Sneezing	allergy, asthma & immunology research	NO IMPACT
Birth by Caesarean Section and Prevalence of Risk Factors for Non-Communicable Diseases in Young Adults: A Birth Cohort Study	plos one	3.234
Probiotics, prebiotics & synbiotics in small intestinal bacterial overgrowth: Opening up a new therapeutic horizon! Know the signs and symptoms of diabetes	the indian journal of medical research	NO IMPACT
Role of Toll-Like Receptors in Immune Activation and Tolerance in the Liver	frontiers in immunology	NO IMPACT
Lymphocyte subsets in human immunodeficiency virus-unexposed Brazilian
individuals from birth to adulthood	memórias do instituto oswaldo cruz	NO IMPACT
Molecular and Translational Classifications of DAMPs in Immunogenic Cell Death	frontiers in immunology	NO IMPACT
Preliminary Studies Demonstrating Acetoclastic Methanogenesis in a Rat Colonic Ring Model	journal of nutrition and metabolism	NO IMPACT
The Interplay of the Gut Microbiome, Bile Acids, and Volatile Organic Compounds	gastroenterology research and practice	1.749
The mechanism by which moderate alcohol consumption influences coronary heart disease	nutrition journal	2.597
Transcriptomic Profiling of Diverse Aedes aegypti Strains Reveals Increased Basal-level Immune Activation in Dengue Virus-refractory Populations and Identifies Novel Virus-vector Molecular Interactions	plos neglected tropical diseases	4.446
Dietary intervention with narrow-leaved cattail rhizome flour (Typha angustifolia L.) prevents intestinal inflammation in the trinitrobenzenesulphonic acid model of rat colitis	bmc complementary and alternative medicine	2.02
Structure, Function, and Biology of the Enterococcus faecalis Cytolysin 	toxins	2.938
Mutual reinforcement of inflammation and carcinogenesis by the Helicobacter pylori CagA oncoprotein	scientific reports	5.578
Dexmedetomidine Ameliorate CLP-Induced Rat Intestinal Injury via Inhibition of Inflammation	mediators of inflammation	3.236
Marine metagenomics: strategies for the discovery of novel enzymes with biotechnological applications from marine environments	microbial cell factories	4.221
Novel Testing Enhances Irritable Bowel Syndrome Medical Management: The IMMINENT Study	global advances in health and medicine	NO IMPACT
Evaluation of Antidiarrheal Activity of Methanolic Extract of Maranta arundinacea Linn. Leaves	advances in pharmacological sciences	NO IMPACT
Analysis of the Intestinal Lumen Microbiota in an Animal Model of Colorectal Cancer	plos one	3.234
Gut Microbiota Composition in Male Rat Models under Different Nutritional Status and Physical Activity and Its Association with Serum Leptin and Ghrelin Levels	plos one	3.234
Analysis of methane-producing and metabolizing archaeal and bacterial communities in sediments of the northern South China Sea and coastal Mai Po Nature Reserve revealed by PCR amplification of mcrA and pmoA genes	frontiers in microbiology	3.989
Examining the safety of respiratory and intravenous inoculation of Bdellovibrio bacteriovorus and Micavibrio aeruginosavorus in a mouse model	scientific reports	5.578
Host Defense via Symbiosis in Drosophila	plos pathogens	7.562
TU-100 (Daikenchuto) and Ginger Ameliorate Anti-CD3 Antibody Induced T Cell-Mediated Murine Enteritis: Microbe-Independent Effects Involving Akt and NF-κB Suppression	plos one	3.234
Salmonella—how a metabolic generalist adopts an intracellular lifestyle during infection	frontiers in cellular and infection microbiology	3.719
Probiotics and periodontal health	journal of medicine and life	NO IMPACT
Animal Models for Periodontal Disease	journal of biomedicine and biotechnology	3.169
Comparative metabolomic and ionomic approach for abundant fishes in estuarine environments of Japan	scientific reports	5.578
Does dietary inulin affect biological activity of a grapefruit flavonoid-rich extract?	nutrition & metabolism	3.258
Toll-Like Receptors in Atherosclerosis	international journal of molecular sciences	2.862
Fermentation Profiles of Wheat Dextrin, Inulin and Partially Hydrolyzed Guar Gum Using an in Vitro Digestion Pretreatment and in Vitro Batch Fermentation System Model 	nutrients	3.27
Australian endemic pest tephritids: genetic, molecular and microbial tools for improved Sterile Insect Technique	bmc genetics	2.397
Current approaches to the management of new-onset ulcerative colitis	clinical and experimental gastroenterology	NO IMPACT
Multiple Signaling Molecules are Involved in Expression of CCL2 and IL-1β in Response to FSL-1, a Toll-Like Receptor 6 Agonist, in Macrophages	the korean journal of physiology & pharmacology : official journal of the korean physiological society and the korean society of pharmacology	NO IMPACT
Beetle (Coleoptera: Scirtidae) Facilitation of Larval Mosquito Growth in Tree Hole Habitats is Linked to Multitrophic Microbial Interactions	microbial ecology	2.973
Pyrosequencing Analysis Reveals Changes in Intestinal Microbiota of Healthy Adults Who Received a Daily Dose of Immunomodulatory Probiotic Strains	nutrients	3.27
Draft genome of Gemmata massiliana sp. nov, a water-borne Planctomycetes species exhibiting two variants	standards in genomic sciences	NO IMPACT
Longitudinal Analysis of the Premature Infant Intestinal Microbiome Prior to Necrotizing Enterocolitis: A Case-Control Study	plos one	3.234
Chemopreventive Potential of Flavonoids in Oral Squamous Cell Carcinoma in Human Studies	nutrients	3.27
Food-producing animals and their health in relation to human health	microbial ecology in health and disease	NO IMPACT
Characterisation of Clostridium difficile Biofilm Formation, a Role for Spo0A	plos one	3.234
Muricholic Acids Inhibit Clostridium difficile Spore Germination and Growth	plos one	3.234
Akivo Lenzner, 1927–2012	microbial ecology in health and disease	NO IMPACT
Invariant NKT cells limit activation of autoreactive CD1d-positive B cells	the journal of experimental medicine	NO IMPACT
Trial watch	oncoimmunology	6.266
The Role of the Bacterial Flagellum in Adhesion and Virulence	biology	NO IMPACT
Our unique microbial identity	genome biology	10.81
Predicting the Role of IL-10 in the Regulation of the Adaptive Immune Responses in Mycobacterium avium Subsp. paratuberculosis Infections Using Mathematical Models	plos one	3.234
Irritable bowel syndrome, inflammatory bowel disease and the microbiome	current opinion in endocrinology, diabetes, and obesity	NO IMPACT
The Influence of Early Life Nutrition on Epigenetic Regulatory Mechanisms of the Immune System	nutrients	3.27
Shotgun Pyrosequencing Metagenomic Analyses of Dusts from Swine Confinement and Grain Facilities	plos one	3.234
Storage conditions of intestinal microbiota matter in metagenomic analysis	bmc microbiology	2.729
The Induction of Colitis and Ileitis in Mice Is Associated with Marked Increases in Intestinal Concentrations of Stimulants of TLRs 2, 4, and 5	plos one	3.234
Introducing W.A.T.E.R.S.: a Workflow for the Alignment, Taxonomy, and Ecology of Ribosomal Sequences	bmc bioinformatics	2.576
Evidence for a bacterial mechanism for group-specific social odors among hyenas	scientific reports	5.578
Environmental Mold and Mycotoxin Exposures Elicit Specific Cytokine and Chemokine Responses	plos one	3.234
Maturation of Oral Microbiota in Children with or without Dental Caries	plos one	3.234
Influence of Panax ginseng on obesity and gut microbiota in obese middle-aged Korean women	journal of ginseng research	2.815
A Year of Infection in the Intensive Care Unit: Prospective Whole Genome Sequencing of Bacterial Clinical Isolates Reveals Cryptic Transmissions and Novel Microbiota	plos genetics	7.528
Enterocyte Shedding and Epithelial Lining Repair Following Ischemia of the Human Small Intestine Attenuate Inflammation	plos one	3.234
Distinct polymicrobial populations in a chronic foot ulcer with implications for diagnostics and anti-infective therapy	bmc research notes	NO IMPACT
Gut indigenous microbiota and epigenetics	microbial ecology in health and disease	NO IMPACT
Distinct Pathogenesis and Host Responses during Infection of C. elegans by P. aeruginosa and S. aureus	plos pathogens	7.562
Potential of Cometabolic Transformation of Polysaccharides and Lignin in Lignocellulose by Soil Actinobacteria	plos one	3.234
Physiology, signaling, and pharmacology of opioid receptors and their ligands in the gastrointestinal tract: current concepts and future perspectives	journal of gastroenterology	4.523
Conformational Analysis of Clostridium difficile Toxin B and Its Implications for Substrate Recognition	plos one	3.234
Therapeutic Potential of Tolerogenic Dendritic Cells in IBD: From Animal Models to Clinical Application	clinical and developmental immunology	NO IMPACT
Bench-to-beside review: Acute-on-chronic liver failure - linking the gut, liver and systemic circulation	critical care	4.476
An investigation of horizontal transfer of feed introduced DNA to the aerobic microbiota of the gastrointestinal tract of rats	bmc research notes	NO IMPACT
Spread of tetracycline resistance genes at a conventional dairy farm	frontiers in microbiology	3.989
The Immune Strategy and Stress Response of the Mediterranean Species of the Bemisia tabaci Complex to an Orally Delivered Bacterial Pathogen	plos one	3.234
The clinical Pseudomonas fluorescens MFN1032 strain exerts a cytotoxic effect on epithelial intestinal cells and induces Interleukin-8 via the AP-1 signaling pathway	bmc microbiology	2.729
Intestinal Colonization with Enterococcus faecium Does Not Influence Pulmonary Defense against Pseudomonas aeruginosa in Mice	plos one	3.234
Environmental Particulate Matter Induces Murine Intestinal Inflammatory Responses and Alters the Gut Microbiome	plos one	3.234
A Microbial Feed Additive Abates Intestinal Inflammation in Atlantic Salmon	frontiers in immunology	NO IMPACT
Human Intestinal Dendritic Cells Decrease Cytokine Release against Salmonella Infection in the Presence of Lactobacillus paracasei upon TLR Activation	plos one	3.234
Comparative genome and phenotypic analysis of Clostridium difficile 027 strains provides insight into the evolution of a hypervirulent bacterium	genome biology	10.81
Parental Legacy in Insects: Variation of Transgenerational Immune Priming during Offspring Development	plos one	3.234
Endotoxin Neutralization as a Biomonitor for Inflammatory Bowel Disease	plos one	3.234
Oral Microencapsulated Live Saccharomyces cerevisiae Cells for Use in Renal Failure Uremia: Preparation and In Vivo Analysis	journal of biomedicine and biotechnology	3.169
Metabolism of Deoxynivalenol and Deepoxy-Deoxynivalenol in Broiler Chickens, Pullets, Roosters and Turkeys	toxins	2.938
Fermented Rhizoma
Atractylodis Macrocephalae alleviates high fat diet-induced obesity in association with regulation of intestinal permeability and microbiota in rats	scientific reports	5.578
8th Annual Symposium on Self-Monitoring of Blood Glucose (SMBG): April 16–18, 2015, Republic of Malta	diabetes technology & therapeutics	2.106
The enteropathogenic Escherichia coli effector NleH inhibits apoptosis induced by Clostridium difficile toxin B	microbiology	0.642
Cultivation of a Synergistetes strain representing a previously uncultivated lineage	environmental microbiology	6.201
Aboriginal birth cohort (ABC): a prospective cohort study of early life determinants of adiposity and associated risk factors among Aboriginal people in Canada	bmc public health	2.264
Evaluation of Methods for the Extraction and Purification of DNA from the Human Microbiome	plos one	3.234
Bacterial Community Mapping of the Mouse Gastrointestinal Tract	plos one	3.234
Lactobacilli and Bifidobacteria in Human Breast Milk: Influence of Antibiotherapy and Other Host and Clinical Factors	journal of pediatric gastroenterology and nutrition	2.625
Deep sequencing reveals exceptional diversity and modes of transmission for bacterial sponge symbionts	environmental microbiology	6.201
Vaginal Microbiota of Adolescent Girls Prior to the Onset of Menarche Resemble Those of Reproductive-Age Women	mbio	6.786
Five Years Experience of Clostridium difficile Infection in Children at a UK Tertiary Hospital: Proposed Criteria for Diagnosis and Management	plos one	3.234
Telocytes in Crohn’s disease	journal of cellular and molecular medicine	4.014
Monitoring Seasonal Changes in Winery-Resident Microbiota	plos one	3.234
Denaturing gradient gel electrophoresis of neonatal intestinal microbiota in relation to the development of asthma	bmc microbiology	2.729
MicroRNAs in Breastmilk and the Lactating Breast: Potential Immunoprotectors and Developmental Regulators for the Infant and the Mother	international journal of environmental research and public health	2.063
Biological and immunotoxicity evaluation of antimicrobial peptide-loaded coatings using a layer-by-layer process on titanium	scientific reports	5.578
Stress and the Commensal Microbiota: Importance in Parturition and Infant Neurodevelopment	frontiers in psychiatry	NO IMPACT
Identification of Candidate Adherent-Invasive E. coli Signature Transcripts by Genomic/Transcriptomic Analysis	plos one	3.234
Phosphorylated Dihydroceramides from Common Human Bacteria Are Recovered in Human Tissues	plos one	3.234
Prognosis Biomarkers of Severe Sepsis and Septic Shock by 1H NMR Urine Metabolomics in the Intensive Care Unit	plos one	3.234
Goals in Nutrition Science 2015–2020	frontiers in nutrition	NO IMPACT
Parma consensus statement on metabolic disruptors	environmental health	3.372
Why barcode? High-throughput multiplex sequencing of mitochondrial genomes for molecular systematics	nucleic acids research	9.112
Butyrate Attenuates Lipopolysaccharide-Induced Inflammation in Intestinal Cells and Crohn's Mucosa through Modulation of Antioxidant Defense Machinery	plos one	3.234
Gut microbiota and infant distress – the association between compositional development of the gut microbiota and fussing and crying in early infancy	microbial ecology in health and disease	NO IMPACT
Clues to Arsenic’s Toxicity: Microbiome Alterations in the Mouse Gut	environmental health perspectives	7.977
Innate sensing of microbial products promotes wound-induced skin cancer	nature communications	11.47
Beneficial effects of nicotine, cotinine and its metabolites as potential agents for Parkinson’s disease	frontiers in aging neuroscience	4
Pituitary Adenylate Cyclase-Activating Polypeptide Ameliorates Experimental Acute Ileitis and Extra-Intestinal Sequelae	plos one	3.234
Cannabidiol Reduces Intestinal Inflammation through the Control of Neuroimmune Axis	plos one	3.234
Pharmacology and clinical potential of guanylyl cyclase C agonists in the treatment of ulcerative colitis	drug design, development and therapy	NO IMPACT
The Association between Carbohydrate-Rich Foods and Risk of Cardiovascular Disease Is Not Modified by Genetic Susceptibility to Dyslipidemia as Determined by 80 Validated Variants	plos one	3.234
Sequence analysis of percent G+C fraction libraries of human faecal bacterial DNA reveals a high number of Actinobacteria	bmc microbiology	2.729
High-Throughput System for the Presentation of Secreted and Surface-Exposed Proteins from Gram-Positive Bacteria in Functional Metagenomics Studies	plos one	3.234
Intraspecies Competition for Niches in the Distal Gut Dictate Transmission during Persistent Salmonella Infection	plos pathogens	7.562
Immobilization Technologies in Probiotic Food Production	journal of nutrition and metabolism	NO IMPACT
Draft Whole-Genome Sequence of Lactobacillus fermentum LfQi6, Derived from the Human Microbiome	genome announcements	NO IMPACT
Multi-omic landscape of rheumatoid arthritis: re-evaluation of drug adverse effects	frontiers in cell and developmental biology	NO IMPACT
The impact of antibiotics on growth in children in low and middle income countries: systematic review and meta-analysis of randomised controlled trials	bmj : british medical journal	NO IMPACT
Cross-talk in the gut	genome biology	10.81
Presence of Selected Methanogens, Fibrolytic Bacteria, and Proteobacteria in the Gastrointestinal Tract of Neonatal Dairy Calves from Birth to 72 Hours	plos one	3.234
Alignment-free Visualization of Metagenomic Data by Nonlinear Dimension Reduction	scientific reports	5.578
Clostridium perfringens strains from bovine enterotoxemia cases are not superior in in vitro production of alpha toxin, perfringolysin O and proteolytic enzymes	bmc veterinary research	1.777
Salmonella Interaction with and Passage through the Intestinal Mucosa: Through the Lens of the Organism	frontiers in microbiology	3.989
The Role of Liver in Determining Serum Colon-Derived Uremic Solutes	plos one	3.234
Lactobacillus gasseri SF1183 Affects Intestinal Epithelial Cell Survival and Growth	plos one	3.234
Supra-organismal interactions in the human intestine	frontiers in cellular and infection microbiology	3.719
Microbes in the neonatal intensive care unit resemble those found in the gut of premature infants	microbiome	NO IMPACT
In Vitro Fermentation of NUTRIOSE® FB06, a Wheat Dextrin Soluble Fibre, in a Continuous Culture Human Colonic Model System	plos one	3.234
Altering Host Resistance to Infections through Microbial Transplantation	plos one	3.234
Resources and Biological Activities of Natural Polyphenols	nutrients	3.27
Towards a processual microbial ontology	biology & philosophy	1.19
Abrogation of CD30 and OX40 signals prevents autoimmune disease in FoxP3-deficient mice	the journal of experimental medicine	NO IMPACT
Metabolomics Reveals Amino Acids Contribute to Variation in Response to Simvastatin Treatment	plos one	3.234
6-hydroxydopamine-mediated release of norepinephrine increases faecal excretion of Salmonella enterica serovar Typhimurium in pigs	veterinary research	2.815
Persistent Wolbachia and Cultivable Bacteria Infection in the Reproductive and Somatic Tissues of the Mosquito Vector Aedes albopictus	plos one	3.234
Application of next-generation sequencing technologies in virology	the journal of general virology	NO IMPACT
An Emerging Mycoplasma Associated with Trichomoniasis, Vaginal Infection and Disease	plos one	3.234
A retrospective chart review to identify perinatal factors associated with food allergies	nutrition journal	2.597
Prebiotics supplementation improves the endothelial dysfunction in n-3 PUFA-depleted ApoE-/- mice	archives of public health	NO IMPACT
Seasonal allergic rhinitis affects sinonasal microbiota	american journal of rhinology & allergy	1.81
Draft Genome Sequence of “Terrisporobacter othiniensis” Isolated from a Blood Culture from a Human Patient	genome announcements	NO IMPACT
Single cell biotechnology to shed a light on biological ‘dark matter’ in nature	microbial biotechnology	3.081
Bacteriophage Administration Reduces the Concentration of Listeria monocytogenes in the Gastrointestinal Tract and Its Translocation to Spleen and Liver in Experimentally Infected Mice	international journal of microbiology	NO IMPACT
Streptococcus thermophilus Biofilm Formation: A Remnant Trait of Ancestral Commensal Life?	plos one	3.234
Brown Norway Chromosome 1 Congenic Reduces Symptoms of Renal Disease in Fatty Zucker Rats	plos one	3.234
Differential Changes in Expression of Intestinal Antimicrobial Peptide Genes During Ascaris lumbricoides Infection in Zambian Adults Do Not Respond to Helminth Eradication	the journal of infectious diseases	NO IMPACT
Comparison of different assembly and annotation tools on analysis of simulated viral metagenomic communities in the gut	bmc genomics	3.986
A Microbial Association with Autism	mbio	6.786
A membrane computing simulator of trans-hierarchical antibiotic resistance evolution dynamics in nested ecological compartments (ARES)	biology direct	4.658
Identification of Candidate Genes Associated with Beef Marbling Using QTL and Pathway Analysis in Hanwoo (Korean Cattle)	asian-australasian journal of animal sciences	0.541
Cross-Kingdom Similarities in Microbiome Ecology and Biocontrol of Pathogens	frontiers in microbiology	3.989
Adaptive Immunity and Antigen-Specific Activation in Obesity-Associated Insulin Resistance	mediators of inflammation	3.236
Complementary and Alternative Therapies for Functional Gastrointestinal Diseases	evidence-based complementary and alternative medicine : ecam	NO IMPACT
Innate Immune Detection of Flagellin Positively and Negatively Regulates Salmonella Infection	plos one	3.234
Killer Bee Molecules: Antimicrobial Peptides as Effector Molecules to Target Sporogonic Stages of Plasmodium	plos pathogens	7.562
Abstracts from the International Congress of the Society for Microbial Ecology and Disease SOMED 2013 Proceedings September 23th–26th 2013, Kosice, Slovakia	microbial ecology in health and disease	NO IMPACT
Fecal microbiota imbalance in Mexican children with type 1 diabetes	scientific reports	5.578
A Review of Applications of Metabolomics in Cancer	metabolites	NO IMPACT
An 8-wk, randomized, double-blind, placebo-controlled clinical trial for the antidiabetic effects of hydrolyzed ginseng extract	journal of ginseng research	2.815
Urine metabolic profile changes of CCl4-liver fibrosis in rats and intervention effects of Yi Guan Jian Decoction using metabonomic approach	bmc complementary and alternative medicine	2.02
Properties of Bread Dough with Added Fiber Polysaccharides and Phenolic Antioxidants: A Review	journal of food science	1.696
The Dopaminergic System in Autoimmune Diseases	frontiers in immunology	NO IMPACT
Intestinal Microbial Diversity during Early-Life Colonization Shapes Long-Term IgE Levels	cell host & microbe	12.328
Parallel Exploitation of Diverse Host Nutrients Enhances Salmonella Virulence	plos pathogens	7.562
Beyond borders: investigating microbiome interactivity and diversity for advanced biocontrol technologies	microbial biotechnology	3.081
Effect of Lactobacillus mucosae on In vitro Rumen Fermentation Characteristics of Dried Brewers Grain, Methane Production and Bacterial Diversity	asian-australasian journal of animal sciences	0.541
Bacteriotherapy for the treatment of intestinal dysbiosis caused by Clostridium difficile infection☆	current opinion in microbiology	5.9
Barley β-Glucans-Containing Food Enhances Probiotic Performances of Beneficial Bacteria	international journal of molecular sciences	2.862
Correction: Orally Administrated Lactobacillus pentosus var. plantarum C29 Ameliorates Age-Dependent Colitis by Inhibiting the Nuclear Factor-Kappa B Signaling Pathway via the Regulation of Lipopolysaccharide Production by Gut Microbiota Orally Administrated Lactobacillus pentosus var. plantarum C29 Ameliorates Age-Dependent Colitis by Inhibiting the Nuclear Factor-Kappa B Signaling Pathway via the Regulation of Lipopolysaccharide Production by Gut Microbiota	plos one	3.234
Quorum Sensing Peptides Selectively Penetrate the Blood-Brain Barrier	plos one	3.234
Prioritization of a plant polysaccharide over a mucus carbohydrate is enforced by a Bacteroides hybrid two-component system	molecular microbiology	4.419
Interaction of the tick immune system with transmitted pathogens	frontiers in cellular and infection microbiology	3.719
A phylogenetic group of Escherichia coli associated with active left-sided Inflammatory Bowel Disease	bmc microbiology	2.729
Metatranscriptomic Approach to Analyze the Functional Human Gut Microbiota	plos one	3.234
Fecal microbiota diversity in survivors of adolescent/young adult Hodgkin lymphoma: a study of twins	british journal of cancer	4.836
Clostridium difficile exposure as an insidious source of infection in healthcare settings: an epidemiological model	bmc infectious diseases	2.613
Current and future resources for functional metagenomics	frontiers in microbiology	3.989
Disturbance induced decoupling between host genetics and composition of the associated microbiome	bmc microbiology	2.729
Management of Loose, Frequent Stools and Fecal Incontinence in a Chronic Mesenteric Ischemia Patient with Oral Serum-derived Bovine Immunoglobulin	clinical medicine insights. gastroenterology	NO IMPACT
Inducible progenitor-derived Wingless regulates adult midgut regeneration in Drosophila	the embo journal	NO IMPACT
Iron Availability Increases the Pathogenic Potential of Salmonella Typhimurium and Other Enteric Pathogens at the Intestinal Epithelial Interface	plos one	3.234
Phytonutrient diet supplementation promotes beneficial Clostridia species and intestinal mucus secretion resulting in protection against enteric infection	scientific reports	5.578
Genometa - A Fast and Accurate Classifier for Short Metagenomic Shotgun Reads	plos one	3.234
Evaluation of methods to purify virus-like particles for metagenomic sequencing of intestinal viromes	bmc genomics	3.986
T2DM: Why Epigenetics?	journal of nutrition and metabolism	NO IMPACT
The human gut resistome	philosophical transactions of the royal society b: biological sciences	NO IMPACT
Noroviral P-Particles as an In Vitro Model to Assess the Interactions of Noroviruses with Probiotics	plos one	3.234
Compared to casein, bovine lactoferrin reduces plasma leptin and corticosterone and affects hypothalamic gene expression without altering weight gain or fat mass in high fat diet fed C57/BL6J mice	nutrition & metabolism	3.258
Regulatory T Cells Control Immune Responses through Their Non-Redundant Tissue Specific Features	frontiers in immunology	NO IMPACT
Requested meals versus scheduled meals	international journal of general medicine	NO IMPACT
Shiga toxin production and translocation during microaerobic human colonic infection with Shiga toxin-producing E. coli O157:H7 and O104:H4	cellular microbiology	4.915
Report on the 5‘th scientific meeting of the “Verein zur Förderung des Wissenschaftlichen Nachwuchses in der Neurologie” (NEUROWIND e.V.) held in Motzen, Germany, Oct. 25th – Oct. 27th, 2013	experimental & translational stroke medicine	NO IMPACT
Microbiome Profiles in Periodontitis in Relation to Host and Disease Characteristics	plos one	3.234
Alimentary Tract Bacteria Isolated and Identified with API-20E and Molecular Cloning Techniques from Australian Tropical Fruit Flies, Bactrocera cacuminata and B. tryoni
	journal of insect science	1.025
Effects of Low Level Water-soluble Pentosans, Alkaline-extractable Pentosans, and Xylanase on the Growth and Development of Broiler Chicks	asian-australasian journal of animal sciences	0.541
HDAC1 and HDAC2 Restrain the Intestinal Inflammatory Response by Regulating Intestinal Epithelial Cell Differentiation	plos one	3.234
Evolving Bacterial Envelopes and Plasticity of TLR2-Dependent Responses: Basic Research and Translational Opportunities	frontiers in immunology	NO IMPACT
Cancer Immunotherapy by Targeting IDO1/TDO and Their Downstream Effectors	frontiers in immunology	NO IMPACT
Production of a mouse strain with impaired glucose tolerance by systemic
heterozygous knockout of the glucokinase gene and its feasibility as a prediabetes
model	experimental animals	0.965
A historical overview of bacteriophage therapy as an alternative to antibiotics for the treatment of bacterial pathogens	virulence	4.216
Examination of equine glandular stomach lesions for bacteria, including Helicobacter spp by fluorescence in situ hybridisation	bmc microbiology	2.729
Diversity of the Human Skin Microbiome Early in Life	the journal of investigative dermatology	NO IMPACT
The effect of wheat prebiotics on the gut bacterial population and iron status of iron deficient broiler chickens	nutrition journal	2.597
Bacteriophage and their potential roles in the human oral cavity	journal of oral microbiology	NO IMPACT
Epigenetic Effects of Human Breast Milk	nutrients	3.27
Direct Bacterial Killing In Vitro by Recombinant Nod2 Is Compromised by Crohn's Disease-Associated Mutations	plos one	3.234
From aging worms to the influence of the microbiota: an interview with David Weinkove	bmc biology	7.984
Changes in Composition of Caecal Microbiota Associated with Increased Colon Inflammation in Interleukin-10 Gene-Deficient Mice Inoculated with Enterococcus Species	nutrients	3.27
Inflammation-associated microbiota in pediatric eosinophilic esophagitis	microbiome	NO IMPACT
Cellular and Molecular Basis of Intestinal Barrier Dysfunction in the Irritable Bowel Syndrome	gut and liver	1.81
A Phylogenomic View of Ecological Specialization in the Lachnospiraceae, a Family of Digestive Tract-Associated Bacteria	genome biology and evolution	4.229
Aspirated bile: a major host trigger modulating respiratory pathogen colonisation in cystic fibrosis patients	european journal of clinical microbiology & infectious diseases	2.668
Antibiotics in Feed Induce Prophages in Swine Fecal Microbiomes	mbio	6.786
Orally Administrated Lactobacillus pentosus var. plantarum C29 Ameliorates Age-Dependent Colitis by Inhibiting the Nuclear Factor-Kappa B Signaling Pathway via the Regulation of Lipopolysaccharide Production by Gut Microbiota	plos one	3.234
Complex Evolutionary History of the Aeromonas veronii Group Revealed by Host Interaction and DNA Sequence Data	plos one	3.234
Genetic Diversity of Circulating Rotavirus Strains in Tanzania Prior to the Introduction of Vaccination	plos one	3.234
Pyrosequencing revealed shifts of prokaryotic communities between healthy and disease-like tissues of the Red Sea sponge Crella cyathophora	peerj	2.112
Application of Two-Part Statistics for Comparison of Sequence Variant Counts	plos one	3.234
Salmonella Host–Pathogen Interactions: A Special Topic	frontiers in microbiology	3.989
Strain/species identification in metagenomes using genome-specific markers	nucleic acids research	9.112
Communities of microbial eukaryotes in the mammalian gut within the context of environmental eukaryotic diversity	frontiers in microbiology	3.989
Genomic Comparison of the Closely-Related Salmonella enterica Serovars Enteritidis, Dublin and Gallinarum	plos one	3.234
Inflammatory Bowel Disease in Asia: The Challenges and Opportunities	intestinal research	NO IMPACT
The Microbial Diversity of Traditional Spontaneously Fermented Lambic Beer	plos one	3.234
Genetic regulation of mouse liver metabolite levels	molecular systems biology	10.872
Inclusion of Oat in Feeding Can Increase the Potential Probiotic Bifidobacteria in Sow Milk	animals : an open access journal from mdpi	NO IMPACT
Innate lymphoid cells, possible interaction with microbiota	seminars in immunopathology	7.748
Choice of bacterial DNA extraction method from fecal material influences community structure as evaluated by metagenomic analysis	microbiome	NO IMPACT
